time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-184300,,,,,,,,0.0,0.485,,,,,,,,
20220420-184310,,,,,,,,0.0,0.485,,,,,,,,
20220420-184320,-54.018837403191355,533.5501214176475,429.29309529426973,-30.020306240885475,,,,0.0,0.4963,,,,,,,,
20220420-184330,-54.018837403191355,533.5501214176475,429.29309529426973,-30.020306240885475,24.67,24.76,99627.02,0.0,0.4963,,,,,,,,
20220420-184340,-22.683824596470004,576.8060873379,452.4196981492423,-30.32684503523342,24.67,24.76,99627.02,0.0,0.4963,,,,,,,,
20220420-184350,-22.683824596470004,576.8060873379,452.4196981492423,-30.32684503523342,24.67,24.76,99627.02,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184400,-22.683824596470004,576.8060873379,452.4196981492423,-30.32684503523342,24.67,24.76,99627.02,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184410,-6.7608696419085845,533.2776709110476,403.0329705528857,-18.916811228564256,24.67,24.76,99627.02,0.0,0.485,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184420,-31.624519891693126,514.4766532794165,436.7862516119203,-19.598006772980625,24.67,24.76,99627.02,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184430,-31.624519891693126,514.4766532794165,436.7862516119203,-19.598006772980625,24.66,24.77,99624.59,0.0,0.485,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184440,-27.792793844128028,543.4615104604745,403.30544948119496,-27.26146064446766,24.66,24.77,99624.59,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184450,-39.96917286031021,562.2625280921056,446.18676042773586,-37.240983630226765,24.66,24.77,99624.59,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
