time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-174502,,,,,,,,0.0,0.1917,,,,,,,,
20220420-174512,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1917,,,,,,,,
20220420-174522,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1917,,,,,,,,
20220420-174532,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1917,,,,,,,,
20220420-174542,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1917,,,,,,,,
20220420-174552,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1917,,,,,,,,
20220420-174602,-44.56724411738833,506.7791448709613,376.02356428578787,-1.1035373725931663,,,,0.0,0.1804,,,,,,,,
