time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220221-185054,,,,,,,,0.0,0,,,,,,,,
20220221-185104,315.0499594539724,9615628.04877758,3527837.572619319,9860923.513770103,,,,0.0,0,,,,,,,,
20220221-185114,179.4068111848901,9809822.775423527,3454872.8726804256,10098591.446876526,,,,0.0,0,,,,,,,,
20220221-185124,153.69167272183404,9820442.646741867,3454872.1741884947,10098653.845489025,23.19,20.92,98209.83,0.0,0,,,,,,,,
