time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220428-201806,,,,,,,,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-201816,258.5649383490818,0.0,-23.50432559694582,0.0,,,,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-201826,240.59841052803677,0.0,-20.541122580652882,0.0,,,,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-201836,240.59841052803677,0.0,-20.541122580652882,0.0,25.33,22.92,100362.05,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-201846,257.45799803189584,0.0,-9.403569478649842,0.0,25.33,22.92,100362.05,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
