time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-152602,,,,,,,,0.0,0.0902,,,,,,,,
20220420-152612,14.693396721554564,16.597338614587898,17.72471769356798,14.703614326094794,,,,0.0,0.0902,,,,,,,,
20220420-152623,14.693396721554564,16.597338614587898,17.72471769356798,14.703614326094794,,,,0.0,0.0902,,,,,,,,
20220420-152633,14.693396721554564,16.597338614587898,17.72471769356798,14.703614326094794,24.83,23.24,99750.6,0.0,0.0789,,,,,,,,
20220420-152643,14.151845917353967,14.672960624295683,27.28189762990496,15.616416604302685,24.83,23.24,99750.6,0.0,0.0789,,,,,,,,
20220420-152653,16.75742034024097,20.667485500780458,17.472675750696,17.387526085599347,24.83,23.24,99750.6,0.0,0.0789,,,,,,,,
20220420-152703,16.75742034024097,20.667485500780458,17.472675750696,17.387526085599347,24.83,23.21,99754.59,0.0,0.0902,,,,,,,,
20220420-152713,17.830304344101933,15.691348664859106,27.24443248780517,14.192717223693307,24.83,23.21,99754.59,0.0,0.0902,,,,,,,,
20220420-152723,9.66276481051409,16.246522349661063,16.365731880796375,13.927050623863124,24.83,23.21,99754.59,0.0,0.0789,,,,,,,,
20220420-152733,9.66276481051409,16.246522349661063,16.365731880796375,13.927050623863124,24.84,23.2,99754.16,0.0,0.0902,,,,,,,,
20220420-152743,22.731509119466864,17.72131241750685,23.620469136176325,11.893680706975829,24.84,23.2,99754.16,0.0,0.0902,,,,,,,,
20220420-152753,28.364999238306154,15.068053471622989,20.977429571189532,10.933194793949497,24.84,23.2,99754.16,0.0,0.0902,,,,,,,,
20220420-152803,28.364999238306154,15.068053471622989,20.977429571189532,10.933194793949497,24.83,23.18,99740.22,0.0,0.0789,,,,,,,,
20220420-152813,28.364999238306154,15.068053471622989,20.977429571189532,10.933194793949497,24.83,23.18,99740.22,0.0,0.0902,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152823,24.12114774585916,17.268316554464036,26.103428751866886,8.937290907340412,24.83,23.18,99740.22,0.0,0.0902,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152833,24.12114774585916,17.268316554464036,26.103428751866886,8.937290907340412,24.83,23.18,99738.85,0.0,0.0902,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152843,27.397700108622303,19.042833088178668,20.650455567761128,14.066696252257316,24.83,23.18,99738.85,0.0,0.0902,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152853,16.539438263407646,19.608224377520855,25.55847089524832,10.251999249533128,24.83,23.18,99738.85,0.0,0.0789,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152903,16.539438263407646,19.608224377520855,25.55847089524832,10.251999249533128,24.83,23.18,99735.78,0.0,0.0902,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152913,21.68246737710433,15.875270875653769,24.12796007433826,2.3603439203156995,24.83,23.18,99735.78,0.0,0.485,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152923,23.593221598616765,11.273792566157681,25.248526824839246,17.990384293398165,24.83,23.18,99735.78,0.0,0.225,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152933,23.593221598616765,11.273792566157681,25.248526824839246,17.990384293398165,24.83,23.11,99745.77,0.0,0.8911,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152943,17.45564581767667,18.041474092456156,21.008082384810223,17.040116873090483,24.83,23.11,99745.77,0.0,0.8911,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-152953,20.974022518771562,12.469291377215086,23.722648734292306,13.773782114867572,24.83,23.11,99745.77,0.0,0.8798,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-153003,20.974022518771562,12.469291377215086,23.722648734292306,13.773782114867572,24.84,23.13,99749.59,0.0,0.8911,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-153013,9.58102130965699,12.411390137856415,25.847979756576933,7.155963377414309,24.84,23.13,99749.59,0.0,0.8798,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
20220420-153023,16.66545834666522,8.232253101425613,15.24857040635652,15.016963672564998,24.84,23.13,99749.59,0.0,0.8911,200.0,6000.0,6000.0,6000.0,0.0,0.0,0.0,0.0
