time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220414-161707,,,,,,,,0.0,0.0902,,,,,,,,
20220414-161717,61.10327888109168,653.0935365844925,-11.038439495791863,451.0879421104619,,,,0.0,0.1579,,,,,,,,
20220414-161727,80.26191267163085,651.793072847795,0.08889607105988517,451.5214300226944,,,,0.0,0.1917,,,,,,,,
20220414-161737,26.958328902537687,653.5270244967251,-7.840224469646273,450.22096628599684,-140.94,27.58,68676.9,0.0,0.1917,,,,,,,,
20220414-161747,84.17878660793576,653.5270244967251,-23.46685867848919,450.65445419822936,-140.94,27.58,68676.9,0.0,0.1917,,,,,,,,
20220414-161757,55.568559531593564,653.0935365844925,-20.796571575942835,451.5214300226944,-140.94,27.58,68676.9,0.0,0.1917,,,,,,,,
20220414-161807,50.118991623548936,653.5270244967251,-17.761843551511447,450.65445419822936,-140.94,27.49,68607.81,0.0,0.1917,,,,,,,,
20220414-161817,79.41041957337802,651.793072847795,-6.157670817685812,451.0879421104619,-140.94,27.49,68607.81,0.0,0.1804,,,,,,,,
20220414-161827,67.40433633467546,652.66004867226,-25.15282027104604,450.65445419822936,-140.94,27.49,68607.81,0.0,0.1804,,,,,,,,
20220414-161837,53.43982323324781,651.3595849355625,-19.110611759742824,449.3539904615318,-140.94,27.52,68531.01,0.0,0.1917,,,,,,,,
20220414-161847,77.0262289506718,652.66004867226,-13.296603817991581,448.9205025492993,-140.94,27.52,68531.01,0.0,0.1917,,,,,,,,
20220414-161857,72.25786191611405,653.0935365844925,-6.246226202932803,450.22096628599684,-140.94,27.52,68531.01,0.0,0.1917,,,,,,,,
20220414-161907,62.891416519050836,652.2265607600275,-19.178731491820145,450.22096628599684,-140.94,27.7,68586.05,0.0,0.1917,,,,,,,,
20220414-161917,64.67955415700999,652.66004867226,-20.37763557893868,449.3539904615318,-140.94,27.7,68586.05,0.0,0.1804,,,,,,,,
20220414-161927,83.07184629074982,654.3940003211901,-8.674689411236614,450.65445419822936,-140.94,27.7,68586.05,0.0,0.1917,,,,,,,,
20220414-161937,83.07184629074982,654.3940003211901,-8.674689411236614,450.65445419822936,-140.94,27.7,68586.05,0.0,0.1917,,,,,,,,
20220414-161947,67.83008643651556,653.0935365844925,-15.272071607341786,449.7874783737643,-140.94,27.68,68622.36,0.0,0.1917,,,,,,,,
20220414-161957,67.91523787796905,652.2265607600275,-11.723041204447782,449.7874783737643,-140.94,27.68,68622.36,0.0,0.1804,,,,,,,,
20220414-162007,48.7566005347162,652.2265607600275,-12.097699730873046,449.7874783737643,-140.94,27.65,68644.25,0.0,0.1917,,,,,,,,
20220414-162017,76.25988729387245,652.66004867226,-19.229821290878135,451.0879421104619,-140.94,27.65,68644.25,0.0,0.1917,,,,,,,,
20220414-162027,71.91726325572745,652.2265607600275,-9.342262075051622,450.22096628599684,-140.94,27.65,68644.25,0.0,0.1917,,,,,,,,
