time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220426-170259,,,,,,,,0.0,0.0902,,,,,,,,
20220426-170309,589.881608448195,-86.55922556499718,27.280425030085098,28.256007311711073,,,,0.0,0.485,,,,,,,,
20220426-170319,589.881608448195,-86.55922556499718,27.280425030085098,28.256007311711073,,,,0.0,0.8798,,,,,,,,
20220426-170329,589.881608448195,-86.55922556499718,27.280425030085098,28.256007311711073,27.42,36.24,98728.38,0.0,0.1917,,,,,,,,
20220426-170339,589.881608448195,-86.55922556499718,27.280425030085098,28.256007311711073,27.42,36.24,98728.38,0.0,0.1804,,,,,,,,
20220426-170349,351.122452002528,-5.330017760485362,40.07668863437175,-55.36079328294363,27.42,36.24,98728.38,0.0,0.1804,,,,,,,,
20220426-170359,351.122452002528,-5.330017760485362,40.07668863437175,-55.36079328294363,27.43,35.96,98729.3,0.0,0.1917,,,,,,,,
20220426-170409,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.43,35.96,98729.3,0.0,0.1917,,,,,,,,
20220426-170419,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.43,35.96,98729.3,0.0,0.1917,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170429,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.41,34.38,98726.22,0.0,0.1917,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170439,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.41,34.38,98726.22,0.0,0.1917,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170449,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.41,34.38,98726.22,0.0,0.1917,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170459,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.41,34.38,98726.22,0.0,0.1804,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170509,312.97548730435665,-50.87818522042653,15.45486227882975,-34.37995843569297,27.41,34.38,98726.22,0.0,0.1917,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
20220426-170519,298.840660661881,8.39948643971411,11.786621456622015,-3.8623810816318382,27.41,34.38,98726.22,0.0,0.1804,700.0,-2500.0,4000.0,4500.0,0.0,0.0,25.0,0.0
