time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220428-202445,,,,,,,,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202455,241.8756537281297,0.0,-16.975061356561127,0.0,,,,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202505,242.13110805249016,0.0,-0.04734311900844723,0.0,,,,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202515,242.13110805249016,0.0,-0.04734311900844723,0.0,25.3,23.02,100358.47,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202525,255.6698746047914,0.0,-8.729185374534154,0.0,25.3,23.02,100358.47,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202535,224.84574913050892,0.0,-11.893340534641084,0.0,25.3,23.02,100358.47,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202545,224.84574913050892,0.0,-11.893340534641084,0.0,25.3,23.0,100363.52,0.0,0.87984,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202555,244.94102035532705,0.0,-13.25913867589179,0.0,25.3,23.0,100363.52,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202605,230.1250248137876,0.0,-12.169224739011497,0.0,25.3,23.0,100363.52,0.0,0.09024,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202615,230.1250248137876,0.0,-12.169224739011497,0.0,25.29,23.01,100361.8,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
20220428-202625,242.04595661103667,0.0,-4.699911571037774,0.0,25.29,23.01,100361.8,0.0,0.07896,700.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0
