time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220414-161140,,,,,,,,0.0,0.0902,,,,,,,,
20220414-161150,82.30549752852312,652.2265607600275,-19.55679529430654,451.5214300226944,,,,0.0,0.0902,,,,,,,,
20220414-161200,117.98313437338948,652.66004867226,-16.41988767175917,449.7874783737643,,,,0.0,0.1917,,,,,,,,
20220414-161210,117.98313437338948,652.66004867226,-16.41988767175917,449.7874783737643,,,,0.0,0.1917,,,,,,,,
20220414-161220,2.795912454715112e-29,5.68548825930508e-30,1.397024279800872e-28,5.458660076884822e-30,,,,0.0,0.1917,,,,,,,,
20220414-161230,2.795912454715112e-29,5.68548825930508e-30,1.397024279800872e-28,5.458660076884822e-30,,,,0.0,0.1804,,,,,,,,
20220414-161240,2.795912454715112e-29,5.68548825930508e-30,1.397024279800872e-28,5.458660076884822e-30,,,,0.0,0.0902,,,,,,,,
20220414-161250,-3.1017465172483424e+32,169.01886112918874,9.445077491110784e+30,22560.125216841698,51.2,0.04,33554432.0,0.0,0.0789,,,,,,,,
20220414-161300,-3.1017465172483424e+32,169.01886112918874,9.445077491110784e+30,22560.125216841698,51.2,0.04,33554432.0,0.0,0.0789,,,,,,,,
20220414-161310,3.5873240686715317e-32,3999.999989900971,9.55160906524482e-30,0.0,0.0,0.0,2.76,0.0,0.0902,,,,,,,,
20220414-161320,0.0,2.350988701644575e-29,4.90454462513686e-35,11061645.112931728,0.0,0.0,2.76,0.0,0.0902,,,,,,,,
