time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220414-182334,,,,,,,,0.0,0.5978,,,,,,,,
20220414-182344,54.802214322080545,650.9260970233299,-16.133785862848526,449.7874783737643,,,,0.0,0.5978,,,,,,,,
20220414-182354,74.30144677300632,650.9260970233299,-10.03367522400822,450.65445419822936,,,,0.0,0.5865,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182404,68.9370267537015,650.9260970233299,-0.89883805953761,450.65445419822936,-140.94,27.59,68479.65,0.0,0.5978,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182414,68.9370267537015,650.9260970233299,-0.89883805953761,450.65445419822936,-140.94,27.59,68479.65,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182424,58.46364103945234,651.3595849355625,-12.281621941667709,450.65445419822936,-140.94,27.59,68479.65,0.0,0.5865,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182434,88.86200930646737,652.66004867226,-6.498268589893996,451.5214300226944,-140.94,27.56,68535.95,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182444,58.63394036964564,651.3595849355625,-15.745502679465062,449.3539904615318,-140.94,27.56,68535.95,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182454,110.4899780557389,653.5270244967251,-1.757144874048322,449.7874783737643,-140.94,27.56,68535.95,0.0,0.5865,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182504,86.4778257891885,652.2265607600275,-3.7087712900785164,451.9549179349269,-140.94,27.55,68542.4,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182514,94.65217942761228,652.2265607600275,-15.047277202029363,450.22096628599684,-140.94,27.55,68542.4,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182524,49.267494972582426,653.0935365844925,1.832757723363443,450.22096628599684,-140.94,27.55,68542.4,0.0,0.5978,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-182534,97.20665872237078,652.66004867226,-9.458065441947383,449.3539904615318,-140.94,27.58,68630.59,0.0,0.5865,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
