time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-184014,,,,,,,,0.0,0.0902,,,,,,,,
20220420-184024,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184034,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184044,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184054,,,,,,,,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184104,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184114,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184124,,,,,,,,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184134,,,,,,,,0.0,0.485,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184144,,,,,,,,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184154,,,,,,,,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184204,,,,,,,,0.0,0.4963,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-184214,,,,,,,,0.0,0.485,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
