time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-165247,,,,,,,,0.0,0.1804,,,,,,,,
20220420-165257,-25.238309220299016,538.5909958022239,390.19244013616117,-41.53251609295694,,,,0.0,0.1804,,,,,,,,
20220420-165307,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165317,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165327,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165337,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165347,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165357,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165407,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1804,,,,,,,,
20220420-165417,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165427,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1917,,,,,,,,
20220420-165437,-26.51555242039194,523.7408799985133,378.3736985951691,-19.495827174864644,,,,0.0,0.1804,,,,,,,,
