time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-163000,,,,,,,,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163010,-58.44661288278985,523.7749860498297,437.3312094685389,-19.666126505057946,,,,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163020,-32.22056932372652,516.5202310308814,421.90211502202146,-33.80094426574942,,,,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163030,-32.22056932372652,516.5202310308814,421.90211502202146,-33.80094426574942,24.54,24.37,99602.86,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163040,-14.083726185276646,500.7846084481571,444.2453302999638,-27.15928282270852,24.54,24.37,99602.86,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163050,-14.083726185276646,500.7846084481571,444.2453302999638,-27.15928282270852,24.54,24.37,99602.86,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163100,-14.083726185276646,500.7846084481571,444.2453302999638,-27.15928282270852,24.54,24.38,99608.16,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163110,-40.05432074905002,501.7723196942825,425.54651713544445,-28.96445217004384,24.54,24.38,99608.16,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163120,-40.05432074905002,501.7723196942825,425.54651713544445,-28.96445217004384,24.54,24.38,99608.16,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163130,-27.707644179031377,6.78890877853138e-12,-15486618.503928185,8.520623338296337e-31,0.0,10.44,0.0,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163140,-27.707644179031377,6.78890877853138e-12,-15486618.503928185,8.520623338296337e-31,0.0,10.44,0.0,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163150,2.159961452910273e-32,5.8889511911311864e-30,5.605193857299268e-36,100000001.49011612,0.0,10.44,0.0,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-163200,3.587324068671532e-33,0.0,3.587324068671532e-33,4600.000011123484,0.0,10.44,0.0,0.0,0.1917,-inf,-26.0,0.0,0.0,0.0,0.0,2.5,0.0
20220420-163210,3.587324068671532e-33,0.0,3.587324068671532e-33,4600.000011123484,0.6,0.0,9179627.52,0.0,0.1917,0.0,-0.0,0.0,0.0,0.0,0.0,-131093.05,0.0
20220420-163220,3.587324068671532e-33,0.0,3.587324068671532e-33,4600.000011123484,0.6,0.0,9179627.52,0.0,0.1917,0.0,-0.0,0.0,0.0,0.0,0.0,-131093.05,0.0
