time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220414-185426,,,,,,,,0.0,0.1804,,,,,,,,
20220414-185436,46.20211413453035,652.66004867226,-16.975061356561127,449.3539904615318,,,,0.0,0.0902,,,,,,,,
20220414-185446,88.86200930646737,651.3595849355625,-13.105869278717819,450.65445419822936,,,,0.0,0.0789,,,,,,,,
20220414-185456,85.11543114764208,652.2265607600275,-21.552699180915624,449.7874783737643,-140.94,27.63,68544.69,0.0,0.0789,,,,,,,,
20220414-185506,66.38254745894301,651.793072847795,-14.04251381842414,451.5214300226944,-140.94,27.63,68544.69,0.0,0.0902,7000.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185516,75.32324275416613,652.66004867226,-13.664450015937746,451.5214300226944,-140.94,27.63,68544.69,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185526,75.32324275416613,652.66004867226,-13.664450015937746,451.5214300226944,-140.94,27.63,68544.69,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185536,92.35314024635954,653.0935365844925,-13.548646649041984,449.3539904615318,-140.94,27.65,68572.01,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185546,103.33742750390229,650.4926091110974,-18.419196834429385,450.65445419822936,-140.94,27.65,68572.01,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185556,66.55284323642263,653.0935365844925,-12.768677670749184,450.22096628599684,-140.94,27.67,68537.22,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185606,69.61822407447471,652.2265607600275,-14.151504856840802,450.65445419822936,-140.94,27.67,68537.22,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185616,82.8163990718167,651.793072847795,-11.988707804277965,451.9549179349269,-140.94,27.67,68537.22,0.0,0.0902,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185626,107.16914999875371,652.2265607600275,-8.197852174873788,451.0879421104619,-140.94,27.65,68551.26,0.0,0.1917,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185636,102.65623018312908,652.2265607600275,-14.945097603913382,450.22096628599684,-140.94,27.65,68551.26,0.0,0.1917,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
20220414-185646,72.00240759175358,652.2265607600275,-2.7755329146117447,449.3539904615318,-140.94,27.65,68551.26,0.0,0.1917,700.0,4000.0,-2500.0,4000.0,0.0,0.0,0.0,0.0
