time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-155940,-45.58903654583446,500.30774900733377,439.1704351291992,-17.52036027369286,24.36,24.67,99617.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-155950,-28.814588048931,497.9576146979525,440.22627321282926,-39.591107281466975,24.36,24.67,99617.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160000,-31.028474012373408,523.9793381406344,434.84482148414827,18.548965030618092,24.36,24.67,99617.0,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160010,-31.028474012373408,523.9793381406344,434.84482148414827,18.548965030618092,24.37,24.65,99624.27,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160020,-22.258078047343588,520.6073865338112,415.80540255381493,-22.186551262848297,24.37,24.65,99624.27,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160030,-29.155186709317604,504.39496135368245,430.17863049499283,-40.1701250041242,24.37,24.65,99624.27,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160040,-29.155186709317604,504.39496135368245,430.17863049499283,-40.1701250041242,24.37,24.61,99624.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160050,-26.685851750585243,495.709684855683,397.958075382121,-29.407228652189588,24.37,24.61,99624.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160100,-32.22056932372652,530.450677160843,394.34772247659566,-5.940028469098024,24.37,24.61,99624.0,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160110,-32.22056932372652,530.450677160843,394.34772247659566,-5.940028469098024,24.39,24.55,99623.53,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160120,-46.52568108554078,490.87321940533,366.55492863246764,-14.931815783825186,24.39,24.55,99623.53,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160130,-22.768974261566655,515.4643645255419,411.95664834958734,-23.24240533368993,24.39,24.55,99623.53,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160140,-22.768974261566655,515.4643645255419,411.95664834958734,-23.24240533368993,24.39,24.48,99628.02,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160150,-2.077647609510791,489.7151484328788,420.43754433507274,-28.555733777579917,24.39,24.48,99628.02,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160200,-33.66810830129907,509.9807367514586,401.8068295863486,-40.442603932433485,24.39,24.48,99628.02,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160210,-33.66810830129907,509.9807367514586,401.8068295863486,-40.442603932433485,24.41,24.55,99623.2,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160220,-36.64834125061134,528.4411486172758,413.28499378323613,-27.499879706738284,24.41,24.55,99623.2,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160230,-24.8125626711726,531.1659379003686,415.9416562288243,-8.119855898769401,24.41,24.55,99623.2,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160240,-24.8125626711726,531.1659379003686,415.9416562288243,-8.119855898769401,24.41,24.55,99627.61,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160250,-41.07611673020983,521.3226472733368,394.6883282424096,-40.03388553996956,24.41,24.55,99627.61,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160300,-48.313822276213614,501.70422127848724,419.27950178433093,-20.245144227715173,24.41,24.55,99627.61,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160310,-48.313822276213614,501.70422127848724,419.27950178433093,-20.245144227715173,24.41,24.53,99617.45,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160320,-33.49780897110577,490.94131782112527,430.48518705290917,-7.2343007140318605,24.41,24.53,99617.45,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160330,-57.169369682696924,462.1607843091624,401.0234420093184,-16.362326604735244,24.41,24.53,99617.45,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160340,-57.169369682696924,462.1607843091624,401.0234420093184,-16.362326604735244,24.42,24.53,99623.02,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160350,-33.83840763149237,506.37038384593325,383.61889664884075,-6.212506953318098,24.42,24.53,99623.02,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160400,-32.73146376159275,501.8063689021801,440.2603508424363,-14.557157257399922,24.42,24.53,99623.02,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160410,-32.73146376159275,501.8063689021801,440.2603508424363,-14.557157257399922,24.42,24.54,99618.03,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160420,-28.72943838383435,507.3241027275799,433.3121523814043,-17.622538095452,24.42,24.54,99618.03,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160430,-32.05026999353322,494.41541705164127,399.3885968611721,-19.15523029083488,24.42,24.54,99618.03,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160440,-32.05026999353322,494.41541705164127,399.3885968611721,-19.15523029083488,24.42,24.57,99621.74,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160450,-48.313822276213614,518.0188509257277,411.99069755748496,-9.788785781950082,24.42,24.57,99621.74,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160500,-34.860203612652185,520.8798938838299,461.34334752423456,-19.700186371096606,24.42,24.57,99621.74,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160510,-34.860203612652185,520.8798938838299,461.34334752423456,-19.700186371096606,24.42,24.57,99621.74,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160520,-17.149107023328725,506.5066375209426,369.65437288927205,-29.066629991802984,24.42,24.57,99621.74,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160530,-4.887581006585151,522.5828658694809,411.9225991416897,-16.498566068889886,24.42,24.57,99621.74,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160541,-4.887581006585151,522.5828658694809,411.9225991416897,-16.498566068889886,24.42,24.48,99616.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160551,-36.56319336187153,513.8294909556862,383.5848474409431,-7.915496702537439,24.42,24.48,99616.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160601,-33.242361752172656,491.75878302776255,403.16922422789503,-30.905859205176966,24.42,24.48,99616.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160611,-33.242361752172656,491.75878302776255,403.16922422789503,-30.905859205176966,24.42,24.48,99616.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160621,-30.773026793440295,467.40601078454347,408.6528520019783,-30.803679607060985,24.42,24.48,99616.17,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160630,-21.832329721860333,490.73696573032066,392.6447504909447,-11.15117775896124,24.42,24.48,99616.17,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160640,-21.832329721860333,490.73696573032066,392.6447504909447,-11.15117775896124,24.42,24.35,99611.42,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160650,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.35,99611.42,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160700,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.35,99611.42,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160710,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.35,99626.24,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160720,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.35,99626.24,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160730,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.35,99626.24,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160741,-41.246412507689456,497.5148613084457,378.88457882218063,-40.27230460224018,24.42,24.45,99620.73,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160751,-29.836382253733973,521.8335559220577,395.36953977403755,-27.636119170892925,24.42,24.45,99620.73,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160801,-36.64834125061134,473.6048708764429,396.62972994847223,-17.384120809538217,24.42,24.45,99620.73,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160811,-36.64834125061134,473.6048708764429,396.62972994847223,-17.384120809538217,24.43,24.46,99624.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160821,-38.26618311109087,518.4616611586534,409.0956338131946,-17.58848000577018,24.43,24.46,99624.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160831,-28.04824283941798,530.0079237713362,424.49065063010494,-37.138804032110784,24.43,24.46,99624.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160841,-28.04824283941798,530.0079237713362,424.49065063010494,-37.138804032110784,24.43,24.47,99614.77,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160851,-34.60475284100539,521.0501967667369,422.48112208653765,-14.318739083307719,24.43,24.47,99614.77,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160901,-44.73754344758163,514.4426040715189,381.1325370861596,-14.42091779324528,24.43,24.47,99614.77,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160911,-44.73754344758163,514.4426040715189,381.1325370861596,-14.42091779324528,24.42,24.52,99625.23,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160921,-29.921530142473785,510.7982019580959,413.2509161536291,-35.33363468477546,24.42,24.52,99625.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160931,-20.299639302834294,470.09672243802925,401.6706043330487,-23.9236008781063,24.42,24.52,99625.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160941,-20.299639302834294,470.09672243802925,401.6706043330487,-23.9236008781063,24.43,24.53,99626.63,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-160951,-44.31179689845521,510.86630037389114,445.50554889610794,-11.117117892922579,24.43,24.53,99626.63,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161001,-31.19877334256671,503.8840527049615,397.41311752550246,-15.851430390512178,24.43,24.53,99626.63,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161011,-31.19877334256671,503.8840527049615,397.41311752550246,-15.851430390512178,24.43,24.54,99632.64,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161021,-50.10195991417277,484.5040280088142,394.7564550799143,-34.61837749796359,24.43,24.54,99632.64,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161031,-45.84448731748125,518.25725222443,428.4756585093419,0.05449567533344357,24.43,24.54,99632.64,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161041,-45.84448731748125,518.25725222443,428.4756585093419,0.05449567533344357,24.43,24.53,99622.23,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161051,-31.794819221886428,505.2804681326961,415.46479678800097,-22.935866539341987,24.43,24.53,99622.23,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161101,-48.90986815553333,496.4930440110038,383.4826713955408,-31.587056525950175,24.43,24.53,99622.23,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161111,-48.90986815553333,496.4930440110038,383.4826713955408,-31.587056525950175,24.43,24.46,99630.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161121,-43.20485302855559,470.9141592229571,397.58342040840944,-21.982193842973174,24.43,24.46,99630.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161131,-44.05634612680842,504.97396841819864,442.03144966559194,-20.177024495637852,24.43,24.46,99630.17,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161141,-44.05634612680842,504.97396841819864,442.03144966559194,-20.177024495637852,24.43,24.42,99617.7,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161151,-18.42635022342165,483.41411229557707,398.0602514275233,-21.880014244857193,24.43,24.42,99617.7,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161201,-43.2900009172954,500.95491133106407,436.13911770989944,-33.69876466763344,24.43,24.42,99617.7,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161211,-43.2900009172954,500.95491133106407,436.13911770989944,-33.69876466763344,24.44,24.4,99619.86,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161221,-34.008706961685675,494.1429665450414,385.35594626409875,-34.9589761583502,24.44,24.4,99619.86,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161231,-20.64023618686406,493.56390263710637,384.09572766795463,-35.02709589042752,24.44,24.4,99619.86,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161241,-20.64023618686406,493.56390263710637,384.09572766795463,-35.02709589042752,24.44,24.35,99615.55,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161251,-29.921530142473785,495.94808615438524,413.72774717274297,-14.829635297530785,24.44,24.35,99615.55,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161301,-37.159239241191244,482.3922949981352,392.57662365344004,-0.7288796788351704,24.44,24.35,99615.55,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161311,-37.159239241191244,482.3922949981352,392.57662365344004,-0.7288796788351704,24.44,24.35,99615.55,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161321,-37.159239241191244,482.3922949981352,392.57662365344004,-0.7288796788351704,24.44,24.3,99607.83,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161331,102202340.96050262,91288395.22600174,-8237930.0147295,86690329.01525497,24.44,24.3,99607.83,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161341,-5.955866251271917e+29,-1.030327552e+18,1.7246303797011484e-12,2.3618927655148721e-29,24.44,24.3,99607.83,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161351,-5.955866251271917e+29,-1.030327552e+18,1.7246303797011484e-12,2.3618927655148721e-29,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161401,-28444880.61964512,8.918137438501601e+26,8.511541937733393e-27,1.1889571185979032e+28,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161411,-28444880.61964512,8.918137438501601e+26,8.511541937733393e-27,1.1889571185979032e+28,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161421,1.1819870233447015e+39,5.7890750443848994e-30,2.5614868260350237e-23,511.54751190551906,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161431,-2.5601872232448e+22,-1.703088037692239e+38,6.90730746538891e+36,-0.0006430675761857907,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161441,-2.5601872232448e+22,-1.703088037692239e+38,6.90730746538891e+36,-0.0006430675761857907,0.0,0.0,167772.16,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161451,-2.5601872232448e+22,-1.703088037692239e+38,6.90730746538891e+36,-0.0006430675761857907,-266.26,2.56,0.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161501,-2.5601872232448e+22,-1.703088037692239e+38,6.90730746538891e+36,-0.0006430675761857907,-266.26,2.56,0.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161511,1.5259252413790262e-28,6.313765794496538e+45,5.84177828548871e-16,6.018635826072917e-27,-266.26,2.56,0.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161521,-4.9755208024064e+22,1.5255777193598736e-28,1.395929529388603e-29,403.0329705528857,-266.26,2.56,0.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161531,-4.9755208024064e+22,1.5255777193598736e-28,1.395929529388603e-29,403.0329705528857,202.24,112.66,1608277.89,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161541,1.3959508291252607e-29,-4.838213907165271e-22,9.204849352456858e-32,6.018531076210112e-27,202.24,112.66,1608277.89,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161551,1.3959508291252607e-29,-4.838213907165271e-22,9.204849352456858e-32,6.018531076210112e-27,136.97,182.28,0.09,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161601,1.3959508291252607e-29,-4.838213907165271e-22,9.204849352456858e-32,6.018531076210112e-27,136.97,182.28,0.09,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161611,1.3959508291252607e-29,-4.838213907165271e-22,9.204849352456858e-32,6.018531076210112e-27,136.97,182.28,0.09,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161621,1.3959508291252607e-29,-4.838213907165271e-22,9.204849352456858e-32,6.018531076210112e-27,136.97,182.28,0.09,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161631,8.929166726371113e-27,5.672247390115675e-30,699.9999868639861,1.793662034335766e-33,136.97,182.28,0.09,0.0,0.485,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-161641,8.929166726371113e-27,5.672247390115675e-30,699.9999868639861,1.793662034335766e-33,136.27,0.6,0.0,0.0,0.4963,100.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
