time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-174914,,,,,,,,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-174924,-30.602727463246993,502.998489082529,425.6146155512397,-28.147015385115992,,,,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-174934,-41.07611673020983,544.4492785500188,414.4430079122685,-10.810579986753055,,,,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-174944,-41.07611673020983,544.4492785500188,414.4430079122685,-10.810579986753055,24.57,24.54,99630.46,0.0,0.8798,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-174954,9.398125822568988e-13,-6.875800763164094e+33,5.8889511911311864e-30,4.591774807899561e-31,24.57,24.54,99630.46,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175004,9.398125822568988e-13,-6.875800763164094e+33,5.8889511911311864e-30,4.591774807899561e-31,24.57,24.54,99630.46,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175014,6.382213855767379e-32,6.162975822039155e-24,2500000000.0,7.006492321624085e-36,0.05,81.92,0.64,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175024,6.382213855767379e-32,6.162975822039155e-24,2500000000.0,7.006492321624085e-36,0.05,81.92,0.64,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175034,5.529225263652827e-30,8.407790785948902e-35,5.8889511911311864e-30,0.0,0.05,81.92,0.64,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175044,5.529225263652827e-30,8.407790785948902e-35,5.8889511911311864e-30,0.0,0.05,81.92,0.64,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175054,5.529225263652827e-30,8.407790785948902e-35,5.8889511911311864e-30,0.0,-163.79,553.87,30102039.56,0.0,0.1804,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175104,2.3314581873174617e-08,-1.07374592e+17,8.407790785948902e-35,2.3003715590356197e-32,-163.79,553.87,30102039.56,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175114,2.3314581873174617e-08,-1.07374592e+17,8.407790785948902e-35,2.3003715590356197e-32,-163.79,553.87,30102039.56,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175124,2.3314581873174617e-08,-1.07374592e+17,8.407790785948902e-35,2.3003715590356197e-32,-163.79,553.87,30102039.56,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-175134,2.3314581873174617e-08,-1.07374592e+17,8.407790785948902e-35,2.3003715590356197e-32,-163.79,553.87,30102039.56,0.0,0.1917,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
