time,raw_cell_0,raw_cell_1,raw_cell_2,raw_cell_3,temperature,pressure,hymidity,flow_air,flow_test_gas,amp2ppm_0,amp2ppm_1,amp2ppm_2,amp2ppm_3,base_line_0,base_line_1,base_line_2,base_line_3
20220420-181919,,,,,,,,0.0,0.0902,,,,,,,,
20220420-181929,,,,,,,,0.0,0.0902,,,,,,,,
20220420-181939,,,,,,,,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-181949,,,,,,,,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-181959,-22.5135252662767,542.0650950327399,423.33263650107256,-19.35958948706684,,,,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182009,-42.949405809622476,560.4233024314453,445.60772494151024,-21.164757058045325,,,,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182019,-42.949405809622476,560.4233024314453,445.60772494151024,-21.164757058045325,24.7,24.7,99608.68,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182029,-34.17900629187898,534.7081355466798,392.4403984001401,-31.96171505237544,24.7,24.7,99608.68,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182039,-32.90176309178605,535.4915515454195,427.7263485619187,-22.050311798693656,24.7,24.7,99608.68,0.0,0.0789,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182049,-32.90176309178605,535.4915515454195,427.7263485619187,-22.050311798693656,24.71,24.64,99609.84,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182059,-32.90176309178605,535.4915515454195,427.7263485619187,-22.050311798693656,24.71,24.64,99609.84,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
20220420-182109,-38.43648244128417,526.8403242553177,419.313579413938,-0.7969992443790375,24.71,24.64,99609.84,0.0,0.0902,700.0,4600.0,4600.0,4500.0,0.0,0.0,0.0,0.0
